"","SEQN","HOD010","HOD030","HOD040","HOD050","HOD060","HOQ065","HOQ070","HOQ080","HOD140","HOD150","HOD160","HOD170","HOD180","HOD190","HOD210","HOD220","file_name","cycle","begin_year","end_year"
"94",10059,2,NA,1,7,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"95",10060,2,NA,6,6,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"96",10061,3,NA,4,4,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"97",10062,2,NA,99,6,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"98",10063,2,NA,3,7,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"99",10064,2,NA,6,9,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"100",10065,2,NA,3,7,1,1,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_B","2001-2002",2001,2002
"101",10066,1,NA,99,6,3,1,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_B","2001-2002",2001,2002
"102",10067,4,5,99,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"103",10068,1,NA,99,4,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"104",10069,4,4,3,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"105",10070,2,NA,5,8,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"106",10071,4,3,99,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"107",10072,4,6,99,3,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"108",10073,2,NA,4,8,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"109",10074,3,NA,1,8,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"110",10075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"111",10076,4,7,2,5,1,2,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_B","2001-2002",2001,2002
"112",10077,2,NA,1,11,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"113",10078,4,6,3,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"114",10079,2,NA,99,5,3,1,1,2,2,NA,2,NA,NA,1,2,2,"HOQ_B","2001-2002",2001,2002
"115",10080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"116",10081,4,3,99,6,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"117",10082,2,NA,6,5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"118",10083,2,NA,5,6,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"119",10084,2,NA,3,8,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"120",10085,2,NA,2,7,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"121",10086,2,NA,4,6,5,1,1,2,1,1,1,1,1,1,2,2,"HOQ_B","2001-2002",2001,2002
"122",10087,2,NA,3,8,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"123",10088,4,3,99,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"124",10089,2,NA,1,5,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"125",10090,3,NA,5,8,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"126",10091,4,3,4,6,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"127",10092,3,NA,99,5,3,2,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_B","2001-2002",2001,2002
"128",10093,2,NA,6,6,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"129",10094,2,NA,99,5,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"130",10095,2,NA,6,7,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"131",10096,2,NA,1,6,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"132",10097,2,NA,4,8,1,1,1,2,1,2,2,NA,NA,2,NA,1,"HOQ_B","2001-2002",2001,2002
"133",10098,3,NA,99,7,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"134",10099,2,NA,1,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"135",10100,1,NA,1,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"136",10101,2,NA,6,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"137",10102,2,NA,3,8,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"138",10103,2,NA,2,5,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"139",10104,2,NA,3,6,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"140",10105,3,NA,4,5,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"141",10106,2,NA,5,7,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"142",10107,2,NA,2,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"143",10108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"144",10109,3,NA,3,6,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"145",10110,4,7,99,5,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"146",10111,2,NA,1,7,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"147",10112,2,NA,5,7,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"148",10113,1,NA,99,5,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"149",10114,2,NA,2,8,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"150",10115,2,NA,2,8,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"151",10116,1,NA,3,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"152",10117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"153",10118,4,4,99,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"154",10119,1,NA,2,4,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"155",10120,4,5,2,4,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"156",10121,2,NA,1,8,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"157",10122,3,NA,99,5,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"158",10123,4,99,99,3,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"159",10124,3,NA,2,10,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"160",10125,4,1,99,5,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"161",10126,2,NA,3,6,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"162",10127,2,NA,4,9,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"163",10128,2,NA,2,7,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"164",10129,4,99,99,4,1,1,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_B","2001-2002",2001,2002
"165",10130,1,NA,1,5,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"166",10131,2,NA,6,5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"167",10132,2,NA,99,6,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"168",10133,3,NA,2,7,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"169",10134,2,NA,1,8,3,1,1,1,2,NA,2,NA,NA,2,NA,2,"HOQ_B","2001-2002",2001,2002
"170",10135,2,NA,1,10,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"171",10136,2,NA,99,7,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"172",10137,1,NA,1,6,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"173",10138,1,NA,3,4,1,1,1,2,2,NA,1,2,NA,2,NA,2,"HOQ_B","2001-2002",2001,2002
"174",10139,1,NA,1,5,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"175",10140,2,NA,6,8,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"176",10141,2,NA,1,8,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"177",10142,2,NA,4,7,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"178",10143,2,NA,2,6,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"179",10144,4,5,1,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"180",10145,4,3,3,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"181",10146,2,NA,3,8,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"182",10147,4,5,3,5,1,2,1,2,1,2,2,NA,NA,1,2,2,"HOQ_B","2001-2002",2001,2002
"183",10148,4,7,99,4,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"184",10149,2,NA,3,8,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"185",10150,2,NA,6,6,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"186",10151,2,NA,2,9,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"187",10152,2,NA,3,6,3,1,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_B","2001-2002",2001,2002
"188",10153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"189",10154,2,NA,6,8,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"190",10155,2,NA,2,8,3,1,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_B","2001-2002",2001,2002
"191",10156,2,NA,2,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"192",10157,4,5,99,4,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"193",10158,2,NA,3,9,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"194",10159,1,NA,99,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"195",10160,4,4,99,4,4,2,9,2,2,NA,1,2,NA,2,NA,2,"HOQ_B","2001-2002",2001,2002
"196",10161,2,NA,3,8,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"197",10162,2,NA,3,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"198",10163,2,NA,99,2,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"199",10164,4,6,99,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"200",10165,2,NA,4,6,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"201",10166,2,NA,3,10,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"202",10167,4,4,5,4,5,2,9,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"203",10168,2,NA,6,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"204",10169,4,1,99,5,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"205",10170,1,NA,1,6,2,1,1,2,2,NA,2,NA,NA,2,NA,2,"HOQ_B","2001-2002",2001,2002
"206",10171,1,NA,1,4,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
"207",10172,2,NA,2,13,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"HOQ_B","2001-2002",2001,2002
