"","SEQN","HOQ040","HOD050","HOD060","HOQ065","HOQ070","HOQ080","file_name","cycle","begin_year","end_year"
"45",41519,2,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"46",41520,1,6,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"47",41521,1,9,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"48",41522,1,6,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"49",41523,1,7,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"50",41524,4,5,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"51",41525,1,6,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"52",41526,1,4,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"53",41527,6,6,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"54",41528,99,8,99,1,1,2,"HOQ_E","2007-2008",2007,2008
"55",41529,1,6,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"56",41530,1,6,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"57",41531,6,6,2,1,1,1,"HOQ_E","2007-2008",2007,2008
"58",41532,2,6,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"59",41533,1,6,2,2,9,2,"HOQ_E","2007-2008",2007,2008
"60",41534,1,2,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"61",41535,99,3,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"62",41536,6,8,5,1,2,1,"HOQ_E","2007-2008",2007,2008
"63",41537,5,7,5,1,2,2,"HOQ_E","2007-2008",2007,2008
"64",41538,1,3,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"65",41539,2,3,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"66",41540,99,7,2,2,1,1,"HOQ_E","2007-2008",2007,2008
"67",41541,6,8,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"68",41542,3,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"69",41543,3,5,2,2,1,1,"HOQ_E","2007-2008",2007,2008
"70",41544,3,7,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"71",41545,2,4,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"72",41546,2,8,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"73",41547,6,4,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"74",41548,99,4,1,2,1,1,"HOQ_E","2007-2008",2007,2008
"75",41549,1,6,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"76",41550,6,4,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"77",41551,2,8,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"78",41552,1,3,2,2,1,1,"HOQ_E","2007-2008",2007,2008
"79",41553,2,6,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"80",41554,1,11,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"81",41555,99,5,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"82",41556,6,8,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"83",41557,99,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"84",41558,3,5,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"85",41559,1,11,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"86",41560,6,4,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"87",41561,1,7,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"88",41562,2,5,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"89",41563,3,9,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"90",41564,99,6,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"91",41565,6,5,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"92",41566,2,5,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"93",41567,99,5,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"94",41568,2,6,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"95",41569,99,6,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"96",41570,99,3,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"97",41571,6,6,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"98",41572,2,9,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"99",41573,6,5,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"100",41574,5,7,3,1,2,1,"HOQ_E","2007-2008",2007,2008
"101",41575,3,8,2,1,2,2,"HOQ_E","2007-2008",2007,2008
"102",41576,3,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"103",41577,6,8,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"104",41578,1,5,4,1,2,2,"HOQ_E","2007-2008",2007,2008
"105",41579,1,5,4,1,2,1,"HOQ_E","2007-2008",2007,2008
"106",41580,4,3,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"107",41581,4,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"108",41582,4,7,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"109",41583,99,5,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"110",41584,99,4,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"111",41585,99,4,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"112",41586,3,6,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"113",41587,99,5,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"114",41588,6,7,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"115",41589,4,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"116",41590,1,4,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"117",41591,6,10,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"118",41592,99,3,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"119",41593,1,9,2,3,1,2,"HOQ_E","2007-2008",2007,2008
"120",41594,6,6,5,2,1,2,"HOQ_E","2007-2008",2007,2008
"121",41595,1,5,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"122",41596,1,6,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"123",41597,3,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"124",41598,NA,NA,NA,NA,NA,NA,"HOQ_E","2007-2008",2007,2008
"125",41599,2,7,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"126",41600,3,7,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"127",41601,99,8,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"128",41602,99,4,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"129",41603,3,4,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"130",41604,1,8,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"131",41605,6,8,5,1,2,2,"HOQ_E","2007-2008",2007,2008
"132",41606,3,9,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"133",41607,4,5,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"134",41608,3,7,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"135",41609,1,9,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"136",41610,3,5,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"137",41611,6,5,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"138",41612,3,6,5,1,2,2,"HOQ_E","2007-2008",2007,2008
"139",41613,1,12,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"140",41614,1,9,2,1,1,1,"HOQ_E","2007-2008",2007,2008
"141",41615,2,5,2,1,9,2,"HOQ_E","2007-2008",2007,2008
"142",41616,1,4,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"143",41617,3,6,2,2,1,1,"HOQ_E","2007-2008",2007,2008
"144",41618,4,8,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"145",41619,6,4,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"146",41620,1,7,2,1,1,1,"HOQ_E","2007-2008",2007,2008
"147",41621,99,4,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"148",41622,4,8,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"149",41623,1,5,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"150",41624,4,11,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"151",41625,3,3,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"152",41626,1,7,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"153",41627,3,8,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"154",41628,99,5,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"155",41629,NA,NA,NA,NA,NA,NA,"HOQ_E","2007-2008",2007,2008
"156",41630,3,6,2,2,1,1,"HOQ_E","2007-2008",2007,2008
"157",41631,4,6,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"158",41632,4,5,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"159",41633,3,8,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"160",41634,99,3,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"161",41635,3,3,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"162",41636,2,6,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"163",41637,NA,NA,NA,NA,NA,NA,"HOQ_E","2007-2008",2007,2008
"164",41638,99,5,4,2,9,2,"HOQ_E","2007-2008",2007,2008
"165",41639,1,7,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"166",41640,2,4,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"167",41641,3,5,3,2,1,1,"HOQ_E","2007-2008",2007,2008
"168",41642,1,4,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"169",41643,1,5,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"170",41644,99,6,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"171",41645,2,5,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"172",41646,6,4,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"173",41647,3,3,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"174",41648,6,7,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"175",41649,99,5,2,2,2,2,"HOQ_E","2007-2008",2007,2008
"176",41650,5,5,5,1,3,2,"HOQ_E","2007-2008",2007,2008
"177",41651,99,7,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"178",41652,1,6,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"179",41653,3,8,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"180",41654,2,5,5,3,1,2,"HOQ_E","2007-2008",2007,2008
"181",41655,3,6,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"182",41656,1,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"183",41657,6,7,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"184",41658,6,4,4,2,1,1,"HOQ_E","2007-2008",2007,2008
"185",41659,2,8,5,1,2,2,"HOQ_E","2007-2008",2007,2008
"186",41660,1,9,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"187",41661,99,5,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"188",41662,99,5,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"189",41663,1,4,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"190",41664,6,4,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"191",41665,99,4,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"192",41666,6,8,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"193",41667,2,4,1,3,1,2,"HOQ_E","2007-2008",2007,2008
"194",41668,2,13,4,1,3,1,"HOQ_E","2007-2008",2007,2008
"195",41669,1,3,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"196",41670,99,4,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"197",41671,4,5,5,1,2,1,"HOQ_E","2007-2008",2007,2008
"198",41672,2,7,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"199",41673,3,3,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"200",41674,99,3,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"201",41675,1,3,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"202",41676,4,4,4,1,2,1,"HOQ_E","2007-2008",2007,2008
"203",41677,4,8,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"204",41678,99,5,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"205",41679,2,6,4,1,2,2,"HOQ_E","2007-2008",2007,2008
"206",41680,2,6,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"207",41681,3,7,4,1,2,1,"HOQ_E","2007-2008",2007,2008
"208",41682,3,9,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"209",41683,6,10,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"210",41684,6,8,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"211",41685,6,7,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"212",41686,3,6,2,1,2,1,"HOQ_E","2007-2008",2007,2008
"213",41687,2,6,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"214",41688,2,4,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"215",41689,3,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"216",41690,1,8,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"217",41691,6,5,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"218",41692,1,5,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"219",41693,3,8,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"220",41694,6,8,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"221",41695,6,5,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"222",41696,1,9,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"223",41697,2,5,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"224",41698,1,7,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"225",41699,3,10,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"226",41700,99,6,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"227",41701,5,8,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"228",41702,1,4,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"229",41703,6,5,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"230",41704,1,7,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"231",41705,3,9,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"232",41706,1,9,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"233",41707,NA,NA,NA,NA,NA,NA,"HOQ_E","2007-2008",2007,2008
"234",41708,4,7,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"235",41709,1,8,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"236",41710,99,2,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"237",41711,1,5,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"238",41712,99,4,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"239",41713,2,5,2,1,9,2,"HOQ_E","2007-2008",2007,2008
"240",41714,1,9,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"241",41715,6,7,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"242",41716,99,3,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"243",41717,1,7,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"244",41718,1,5,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"245",41719,2,5,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"246",41720,3,6,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"247",41721,1,5,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"248",41722,6,7,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"249",41723,99,5,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"250",41724,3,6,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"251",41725,3,5,3,1,1,1,"HOQ_E","2007-2008",2007,2008
"252",41726,1,5,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"253",41727,2,8,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"254",41728,1,11,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"255",41729,1,8,5,1,2,2,"HOQ_E","2007-2008",2007,2008
"256",41730,99,3,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"257",41731,3,4,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"258",41732,1,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"259",41733,6,6,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"260",41734,2,7,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"261",41735,2,8,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"262",41736,99,5,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"263",41737,99,5,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"264",41738,4,7,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"265",41739,5,3,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"266",41740,5,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"267",41741,3,3,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"268",41742,99,7,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"269",41743,99,4,3,2,1,1,"HOQ_E","2007-2008",2007,2008
"270",41744,4,2,2,2,1,1,"HOQ_E","2007-2008",2007,2008
"271",41745,5,5,3,2,1,1,"HOQ_E","2007-2008",2007,2008
"272",41746,3,8,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"273",41747,3,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"274",41748,99,4,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"275",41749,4,7,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"276",41750,4,7,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"277",41751,5,8,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"278",41752,2,6,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"279",41753,4,4,5,2,1,2,"HOQ_E","2007-2008",2007,2008
"280",41754,4,5,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"281",41755,3,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"282",41756,2,8,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"283",41757,99,1,1,3,1,2,"HOQ_E","2007-2008",2007,2008
"284",41758,6,4,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"285",41759,2,6,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"286",41760,1,5,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"287",41761,2,9,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"288",41762,1,4,1,1,1,1,"HOQ_E","2007-2008",2007,2008
"289",41763,2,6,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"290",41764,1,6,5,1,2,1,"HOQ_E","2007-2008",2007,2008
"291",41765,1,6,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"292",41766,99,4,1,2,3,2,"HOQ_E","2007-2008",2007,2008
"293",41767,3,5,2,2,1,1,"HOQ_E","2007-2008",2007,2008
"294",41768,3,5,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"295",41769,6,3,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"296",41770,1,6,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"297",41771,3,6,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"298",41772,6,8,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"299",41773,3,5,3,2,1,1,"HOQ_E","2007-2008",2007,2008
"300",41774,99,4,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"301",41775,3,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"302",41776,2,7,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"303",41777,1,11,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"304",41778,4,8,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"305",41779,1,5,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"306",41780,1,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"307",41781,99,4,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"308",41782,6,8,5,1,1,1,"HOQ_E","2007-2008",2007,2008
"309",41783,4,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"310",41784,99,2,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"311",41785,1,7,5,1,2,2,"HOQ_E","2007-2008",2007,2008
"312",41786,3,6,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"313",41787,99,5,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"314",41788,6,6,5,1,2,1,"HOQ_E","2007-2008",2007,2008
"315",41789,2,6,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"316",41790,99,5,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"317",41791,2,9,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"318",41792,2,7,2,1,2,2,"HOQ_E","2007-2008",2007,2008
"319",41793,99,3,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"320",41794,4,5,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"321",41795,99,2,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"322",41796,1,3,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"323",41797,1,7,5,1,2,2,"HOQ_E","2007-2008",2007,2008
"324",41798,4,8,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"325",41799,99,3,5,2,1,2,"HOQ_E","2007-2008",2007,2008
"326",41800,4,8,4,1,2,1,"HOQ_E","2007-2008",2007,2008
"327",41801,99,5,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"328",41802,6,7,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"329",41803,5,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"330",41804,2,5,3,2,2,2,"HOQ_E","2007-2008",2007,2008
"331",41805,6,7,4,1,1,1,"HOQ_E","2007-2008",2007,2008
"332",41806,3,6,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"333",41807,6,11,5,1,2,2,"HOQ_E","2007-2008",2007,2008
"334",41808,1,5,4,1,2,2,"HOQ_E","2007-2008",2007,2008
"335",41809,3,7,1,1,9,2,"HOQ_E","2007-2008",2007,2008
"336",41810,6,5,5,1,1,2,"HOQ_E","2007-2008",2007,2008
"337",41811,1,6,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"338",41812,2,5,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"339",41813,2,4,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"340",41814,1,3,3,2,9,1,"HOQ_E","2007-2008",2007,2008
"341",41815,4,4,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"342",41816,99,3,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"343",41817,1,7,2,1,1,1,"HOQ_E","2007-2008",2007,2008
"344",41818,3,4,3,2,1,2,"HOQ_E","2007-2008",2007,2008
"345",41819,99,6,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"346",41820,1,3,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"347",41821,1,7,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"348",41822,3,7,5,1,2,1,"HOQ_E","2007-2008",2007,2008
"349",41823,99,4,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"350",41824,6,7,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"351",41825,4,5,4,2,1,2,"HOQ_E","2007-2008",2007,2008
"352",41826,1,6,5,1,2,2,"HOQ_E","2007-2008",2007,2008
"353",41827,2,6,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"354",41828,99,6,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"355",41829,2,5,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"356",41830,99,7,1,2,1,2,"HOQ_E","2007-2008",2007,2008
"357",41831,2,5,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"358",41832,4,8,3,1,1,2,"HOQ_E","2007-2008",2007,2008
"359",41833,99,7,2,1,1,2,"HOQ_E","2007-2008",2007,2008
"360",41834,3,7,1,1,1,2,"HOQ_E","2007-2008",2007,2008
"361",41835,6,7,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"362",41836,99,7,2,2,1,2,"HOQ_E","2007-2008",2007,2008
"363",41837,2,9,4,1,1,2,"HOQ_E","2007-2008",2007,2008
"364",41838,1,5,5,1,2,1,"HOQ_E","2007-2008",2007,2008
